重温🌟经典,#genre#
我爸没说的那件事,https://v.cdnlz3.com/20231220/22387_e2ad567e/index.m3u8
斗破苍穹·止戈,https://dghls.mcloud.139.com/hls/LP8a5a7d8f071b60cbe031eada5888a06a/single/video/0/480/index.m3u8
斗破苍穹·止戈,https://dghls.mcloud.139.com/hls/LP8a5a7d8f071b60cbe031eada5888a06a/playlist.m3u8?ci=0Z11fuB2z1Qp03420231221131543bmk&fileSize=425980529&usersiteid=usersite-s
斗破苍穹·止戈,https://yzzy.play-cdn19.com/20231221/10746_4d7aa10f/2000k/hls/index.m3u8
斗破苍穹·止戈,https://yzzy.play-cdn19.com/20231221/10746_4d7aa10f/index.m3u8
斗破苍穹·止戈,https://v.cdnlz4.com/20231221/26255_0c98014d/2000k/hls/mixed.m3u8
斗破苍穹·止戈,https://v.cdnlz4.com/20231221/26255_0c98014d/index.m3u8
看不见的朋友,https://yzzy.play-cdn16.com/20231218/27724_b3194d5c/2000k/hls/index.m3u8
看不见的朋友,https://yzzy.play-cdn16.com/20231218/27724_b3194d5c/index.m3u8
酿魂,https://yzzy.play-cdn19.com/20231216/10632_eefb1a73/2000k/hls/index.m3u8
酿魂,https://yzzy.play-cdn20.com/20231216/7862_c08ac2ec/2000k/hls/index.m3u8
酿魂,https://yzzy.play-cdn20.com/20231216/7862_c08ac2ec/index.m3u8
一个和四个,https://v.cdnlz11.com/20231212/18661_66bd13d1/2000k/hls/mixed.m3u8
一个和四个,https://v.cdnlz11.com/20231212/18661_66bd13d1/index.m3u8
一个和四个,https://yzzy.play-cdn20.com/20231211/7354_2a64b0ea/2000k/hls/index.m3u8
一个和四个,https://yzzy.play-cdn20.com/20231211/7354_2a64b0ea/index.m3u8
不日成婚2,https://yzzy.play-cdn19.com/20231214/10520_b17d82c4/2000k/hls/index.m3u8
不日成婚2,https://yzzy.play-cdn19.com/20231214/10520_b17d82c4/index.m3u8
不日成婚2,https://yzzy.play-cdn16.com/20231214/27666_88883562/2000k/hls/index.m3u8
不日成婚2,https://yzzy.play-cdn16.com/20231214/27666_88883562/index.m3u8
好像也没那么热血沸腾,https://yzzy.play-cdn16.com/20231213/27660_19c61f1e/2000k/hls/index.m3u8
好像也没那么热血沸腾,https://yzzy.play-cdn16.com/20231213/27660_19c61f1e/index.m3u8
好像也没那么热血沸腾,https://ukzy.ukubf3.com/20231213/tX9zsLYF/2000kb/hls/index.m3u8
好像也没那么热血沸腾,https://ukzy.ukubf3.com/20231213/tX9zsLYF/index.m3u8
好像也没那么热血沸腾,https://cdn.zui.cm:2022/api/2d039eb57d8088801ad097452c652208.m3u8?token=d867pRYmJpfdp9rPbqlb6XhbtcoViI6y4y/+msF5XLsBBi1RnGl59u7n3dJd&svip.m3u8
惊奇队长2,https://v1.cdnlz1.com/20231208/24476_e5cafe33/2000k/hls/mixed.m3u8
惊奇队长2,https://v1.cdnlz1.com/20231208/24476_e5cafe33/index.m3u8
惊奇队长2,https://yzzy.play-cdn19.com/20231208/10376_aafc661c/2000k/hls/index.m3u8
惊奇队长2,https://yzzy.play-cdn19.com/20231208/10376_aafc661c/index.m3u8
前任4.英年早婚,https://ukzy.ukubf3.com/20231207/2i7LidCb/2000kb/hls/index.m3u8
前任4.英年早婚,https://ukzy.ukubf3.com/20231207/2i7LidCb/index.m3u8
前任4.英年早婚,https://yzzy.play-cdn20.com/20231207/6949_69130c4e/2000k/hls/index.m3u8
前任4.英年早婚,https://yzzy.play-cdn20.com/20231207/6949_69130c4e/index.m3u8
花月杀手,https://v.cdnlz11.com/20231205/18551_89e829c8/2000k/hls/mixed.m3u8
花月杀手,https://yzzy.play-cdn19.com/20231205/10092_949ba333/2000k/hls/index.m3u8
花月杀手,https://yzzy.play-cdn19.com/20231205/10092_949ba333/index.m3u8
纸新娘,https://dghls.mcloud.139.com/hls/LE02f288c0348f4918358f4112d895ebf6/single/video/0/480/index.m3u8
纸新娘,https://dghls.mcloud.139.com/hls/LE02f288c0348f4918358f4112d895ebf6/playlist.m3u8?ci=0Z11fuB2z1Qp03320231206185642c4n&fileSize=302394638&usersiteid=usersite-s
纸新娘,https://v.cdnlz11.com/20231203/18522_36fc5a46/2000k/hls/mixed.m3u8
纸新娘,https://v.cdnlz11.com/20231203/18522_36fc5a46/index.m3u8
纸新娘,https://yzzy.play-cdn20.com/20231202/6626_797a23f3/2000k/hls/index.m3u8
纸新娘,https://yzzy.play-cdn20.com/20231202/6626_797a23f3/index.m3u8
九鼎记之禹皇宝藏,https://dghls.mcloud.139.com/hls/L1c071f62d422fd4a58a443ee96422bfe1/single/video/0/376/index.m3u8
九鼎记之禹皇宝藏,https://dghls.mcloud.139.com/hls/L1c071f62d422fd4a58a443ee96422bfe1/playlist.m3u8?ci=0c11fqqqE0tb06920231203190526sys&fileSize=306966421&usersiteid=usersite-s
九鼎记之禹皇宝藏,https://v.cdnlz4.com/20231203/26188_baf16b28/2000k/hls/mixed.m3u8
九鼎记之禹皇宝藏,https://v.cdnlz4.com/20231203/26188_baf16b28/index.m3u8
九鼎记之禹皇宝藏,https://yzzy.play-cdn20.com/20231203/6691_f7de2b8b/2000k/hls/index.m3u8
九鼎记之禹皇宝藏,https://yzzy.play-cdn20.com/20231203/6691_f7de2b8b/index.m3u8
93国际列车大劫案.莫斯科行动,https://vip.ffzy-online6.com/20231124/22000_602d5114/2000k/hls/index.m3u8
93国际列车大劫案.莫斯科行动,https://vip.ffzy-online6.com/20231124/22000_602d5114/index.m3u8
93国际列车大劫案.莫斯科行动,https://v1.cdnlz1.com/20231123/24109_45c19438/2000k/hls/mixed.m3u8
93国际列车大劫案.莫斯科行动,https://v1.cdnlz1.com/20231123/24109_45c19438/index.m3u8
93国际列车大劫案.莫斯科行动,https://yzzy.play-cdn20.com/20231123/5847_5c6b4491/2000k/hls/index.m3u8
93国际列车大劫案.莫斯科行动,https://yzzy.play-cdn20.com/20231123/5847_5c6b4491/index.m3u8
夺命狙击1,https://yzzy.play-cdn4.com/20220530/14486_2c6a8ca0/1000k/hls/index.m3u8
夺命狙击1,https://yzzy.play-cdn4.com/20220530/14486_2c6a8ca0/index.m3u8
夺命狙击1,https://ukzy.ukubf4.com/20220413/ELkIWyUX/2000kb/hls/index.m3u8
夺命狙击1,https://ukzy.ukubf4.com/20220413/ELkIWyUX/index.m3u8
夺命狙击2,https://yzzy.play-cdn17.com/20230731/14065_3a0e94f1/2000k/hls/index.m3u8
夺命狙击2,https://yzzy.play-cdn17.com/20230731/14065_3a0e94f1/index.m3u8
夺命狙击2,https://ukzy.ukubf4.com/20220413/MahavVwB/2000kb/hls/index.m3u8
夺命狙击2,https://ukzy.ukubf4.com/20220413/MahavVwB/index.m3u8
夺命狙击3,https://v1.cdnlz1.com/20231122/24051_a993297a/2000k/hls/mixed.m3u8
夺命狙击3,https://v1.cdnlz1.com/20231122/24051_a993297a/index.m3u8https://cdn1.vip-vip-yzzy.com/20231122/6358_886aa556/2000k/hls/index.m3u8
夺命狙击3,https://cdn1.vip-vip-yzzy.com/20231122/6358_886aa556/index.m3u8
劫数难逃,https://yzzy.play-cdn19.com/20231118/8244_fbb3f5f7/2000k/hls/index.m3u8
劫数难逃,https://yzzy.play-cdn19.com/20231118/8244_fbb3f5f7/index.m3u8
劫数难逃,https://yzzy.play-cdn19.com/20231118/8245_b0ec1e4f/2000k/hls/index.m3u8
劫数难逃,https://yzzy.play-cdn19.com/20231118/8245_b0ec1e4f/index.m3u8
劫数难逃,https://v.cdnlz2.com/20231118/26666_822637f3/2000k/hls/mixed.m3u8
劫数难逃,https://free-adsmind.ugdtimg.com/10002-ugc_0b535yabuaaanuagrl2yqvszl3wddlxaagsa.f0.mp4?dis_k=92293ff7ad61b77add6ce244e5202848&dis_t=1705903789
绝保镖,https://v.cdnlz2.com/20231119/26830_9465d0ce/2000k/hls/mixed.m3u8
绝保镖,https://v.cdnlz2.com/20231119/26830_9465d0ce/index.m3u8
绝保镖,https://cdn1.vip-vip-yzzy.com/20231119/6116_18a54c9d/2000k/hls/index.m3u8
绝保镖,https://cdn1.vip-vip-yzzy.com/20231119/6116_18a54c9d/index.m3u8
斗破苍穹·觉醒,https://v.cdnlz4.com/20231117/26155_f980682a/2000k/hls/mixed.m3u8
斗破苍穹·觉醒,https://yzzy.play-cdn20.com/20231117/5348_8e493d47/2000k/hls/index.m3u8
斗破苍穹·觉醒,https://yzzy.play-cdn20.com/20231117/5348_8e493d47/index.m3u8
毒战2,https://v.cdnlz4.com/20231117/26156_c60ebe89/2000k/hls/mixed.m3u8
毒战2,https://v.cdnlz4.com/20231117/26156_c60ebe89/index.m3u8
毒战2,https://yzzy.play-cdn20.com/20231117/5376_401ac72a/2000k/hls/index.m3u8
毒战2,https://yzzy.play-cdn20.com/20231117/5376_401ac72a/index.m3u8
黄金七令之罗刹风云,https://dghls.mcloud.139.com/hls/LR1bdcfc4ad88eb9f4e79aef310d9bcc6d/single/video/0/376/index.m3u8
黄金七令之罗刹风云,https://v.cdnlz11.com/20231115/18327_c75a359f/2000k/hls/mixed.m3u8
黄金七令之罗刹风云,https://v.cdnlz11.com/20231115/18327_c75a359f/index.m3u8
黄金七令之罗刹风云,https://yzzy.play-cdn20.com/20231115/5218_93b748ea/2000k/hls/index.m3u8
黄金七令之罗刹风云,https://yzzy.play-cdn20.com/20231115/5218_93b748ea/index.m3u8


2024年度国产最新电影:
猎龙王,https://cdn1.vip-vip-yzzy.com/20240103/11016_925e5795/2000k/hls/index.m3u8
飞来横财,https://cdn19.vip-vip-yzzy.com/20240104/12566_2d09b8c2/2000k/hls/index.m3u8
常乐镇诡事,https://cdn1.vip-vip-yzzy.com/20240106/11220_9d461492/2000k/hls/index.m3u8
无人岛猎人传说,https://cdn1.vip-vip-yzzy.com/20240108/11387_c7dfcd2a/2000k/hls/index.m3u8
女儿国前传,https://cdn19.vip-vip-yzzy.com/20240107/13858_0909c82e/2000k/hls/index.m3u8
豆包县令,https://cdn1.vip-vip-yzzy.com/20240109/11438_9ecc7a3a/2000k/hls/index.m3u8
冰雪大围捕,https://cdn20.vip-vip-yzzy.com/20240110/11523_f64c637a/2000k/hls/index.m3u8
无间毒票,https://cdn20.vip-vip-yzzy.com/20240113/12137_c54910fc/2000k/hls/index.m3u8
西装暴徒,https://cdn20.vip-vip-yzzy.com/20240118/13576_83d3b94b/2000k/hls/index.m3u8
午夜场2024,https://v.cdnlz3.com/20240121/22881_bd9ef284/2000k/hls/mixed.m3u8
鲛人传说之人间情,https://yzzy.play-cdn1.com/20240122/12727_347b8e86/2000k/hls/index.m3u8
星门深渊,https://yzzy.play-cdn20.com/20240123/13803_8314fad5/2000k/hls/index.m3u8
挡马夺刀,https://www.yzzy.play-cdn20.com/20240125/13928_02451c32/2000k/hls/index.m3u8
夜叉之无间有情,https://www.yzzy.play-cdn1.com/20240125/13434_77ee1fbe/2000k/hls/index.m3u8
中华厨王之厨王之王,https://v.cdnlz12.com/20240128/11169_627da368/2000k/hls/mixed.m3u8
逃离疯人院,https://www.yzzy.play-cdn1.com/20240127/14048_cbc08cf7/2000k/hls/index.m3u8
长白山猎人传说,https://yzzy.play-cdn19.com/20240130/18217_5aa3f4c5/2000k/hls/index.m3u8
大冒险王之金丝玉盘,https://www.yzzy.play-cdn20.com/20240129/14145_1ea16ef6/2000k/hls/index.m3u8
千鹤先生,https://www.yzzy.play-cdn1.com/20240125/13432_19b6c3cf/2000k/hls/index.m3u8
兽王,https://yzzy1.play-cdn1.com/20240202/15046_346c83ea/2000k/hls/index.m3u8
#第二十条,https://yzzy.play-cdn19.com/20240214/19887_17916fe4/2000k/hls/mixed.m3u8
李响进城,https://yzzy1.play-cdn1.com/20240218/17261_01eed728/2000k/hls/mixed.m3u8
时间商行,https://yzzy1.play-cdn20.com/20240218/17148_2a909615/2000k/hls/mixed.m3u8
仙剑奇侠传前传 酒剑仙,https://yzzy1.play-cdn20.com/20240220/17219_c18d179e/2000k/hls/mixed.m3u8
破战(国语),https://yzzy1.play-cdn20.com/20240216/17014_96791511/2000k/hls/mixed.m3u8
破战(粤语),https://yzzy1.play-cdn20.com/20240216/17013_66b74887/2000k/hls/mixed.m3u8
战锋对决,https://yzzy1.play-cdn20.com/20240221/17262_fa72a09f/2000k/hls/mixed.m3u8
古楼镇陵宫,https://yzzy1.play-cdn20.com/20240222/17377_1f60a61b/2000k/hls/mixed.m3u8
狄仁杰之通天玄案,https://yzzy.play-cdn21.com/20240224/38_93aa3142/2000k/hls/mixed.m3u8
孟婆传之缘起,https://yzzy1.play-cdn20.com/20240225/17594_0f964538/2000k/hls/mixed.m3u8
2024年度国产最新电影(二):
黑白潜行,https://yzzy.play-cdn19.com/20240204/19008_12703aca/2000k/hls/index.m3u8
四平警事之钻石大劫案,https://yzzy1.play-cdn1.com/20240206/15420_24829180/2000k/hls/index.m3u8
五尺神探,https://yzzy.play-cdn19.com/20240207/19183_daf244e1/2000k/hls/index.m3u8
龙城谜案,https://yzzy.play-cdn19.com/20240208/19269_f4019f65/2000k/hls/index.m3u8
目中无人2,https://yzzy1.play-cdn1.com/20240210/15952_004b2a47/2000k/hls/index.m3u8
飞驰人生2,https://yzzy1.play-cdn20.com/20240211/16742_01582699/2000k/hls/index.m3u8
缉恶,https://yzzy1.play-cdn1.com/20240212/16107_ce5c69e6/2000k/hls/index.m3u8
动物园里有什么?,https://yzzy.play-cdn19.com/20240212/19592_cdf0c9a2/2000k/hls/index.m3u8
古剑缥缈录,https://yzzy1.play-cdn1.com/20240215/16544_b0138882/2000k/hls/index.m3u8
暴走财神5,https://yzzy.play-cdn19.com/20240214/19830_4d7ffe25/2000k/hls/mixed.m3u8

歌曲专辑,#genre# 
汪明荃30首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5202502102851767269_hlsb.m3u8
梅朵40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5215449953961824145_hlsb.m3u8
张茜42首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5251478751616846395_hlsb.m3u8
甄妮40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5199405879311116082_hlsb.m3u8
林志炫34首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5253449075409106514_hlsb.m3u8
金海心38首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5202783577818793385_hlsb.m3u8
邓丽君经典歌曲50首珍藏版,https://txmov2.a.kwimgs.com/bs3/video- hls/5225583052113602018_hlsb.m3u8
毛阿敏40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5196028179371386236_hlsb.m3u8
李翊君20首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5189835729521538666_hlsb.m3u8
许蒿30首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5246693673328160378_hlsb.m3u8
张杰40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5252886123455427055_hlsb.m3u8
陶喆30首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5239938277375381611_hlsb.m3u8
林俊杰31首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5231212549905475206_hlsb.m3u8
陈慧娴30首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5218827651929954317_hlsb.m3u8
王力宏16首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5205035380900810284_hlsb.m3u8
林忆莲30首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5250071375165662691_hlsb.m3u8
林忆莲演唱会,https://txmov2.a.kwimgs.com/bs3/video-hls/5259078574402220456_hlsb.m3u8
腾格尔30首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5242471550986018227_hlsb.m3u8
汤潮40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5204472429700768764_hlsb.m3u8
陈淑桦32首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5207850128833175307_hlsb.m3u8
当年炸街的10首小虎队经典歌曲,https://vd3.bdstatic.com/mda-qc1hznfsnrse28id/sc/cae_h264/1709530574525318894/mda-qc1hznfsnrse28id.mp4
蔡枫华十首经典歌曲,https://vd3.bdstatic.com/mda-pkk0xq3rw0nr2gdk/sc/cae_h264/1700528297815864655/mda-pkk0xq3rw0nr2gdk.mp4
庄心妍十首经典好听歌曲,https://vd3.bdstatic.com/mda-pkkrc8xn140a1a7w/sc/cae_h264/1700592983808213429/mda-pkkrc8xn140a1a7w.mp4
徐怀钰十大经典歌曲MTV完整版,https://vd3.bdstatic.com/mda-paj26adxum0u1nzm/sc/cae_h264/1674181138806313046/mda-paj26adxum0u1nzm.mp4
冷漠40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5212916677664919326_hlsb.m3u8
梦然40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5228679277594646633_hlsb.m3u8
卓依婷40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5252041701152345508_hlsb.m3u8
姜育恒40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5228116320942620413_hlsb.m3u8
童安格40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5251760219003853218_hlsb.m3u8
36首中文DJ串烧合集,https://txmov2.a.kwimgs.com/bs3/video-hls/5198561450301066675_hlsb.m3u8
魏佳艺40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5226427471582302532_hlsb.m3u8
孟庭苇塘14首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5210664900039596920_hlsb.m3u8
2023洋澜一数字VIP专辑,https://txmov2.a.kwimgs.com/bs3/video-hls/5252041715530407797_hlsb.m3u8
33首经典老歌,https://txmov2.a.kwimgs.com/bs3/video-hls/5211790793651941963_hlsb.m3u8
迈克尔杰克逊演唱会,https://txmov2.a.kwimgs.com/bs3/video-hls/5238249426435550708_hlsb.m3u8
刘若英42首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5221923876251083359_hlsb.m3u8
林依轮10首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5209257503535513363_hlsb.m3u8
云朵40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5246412201505505933_hlsb.m3u8
乔玲儿42首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5231494028805004923_hlsb.m3u8
云菲菲40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5207287179922382380_hlsb.m3u8
陈瑞36首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5204472429788093934_hlsb.m3u8
韩宝仪40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5250634324924434598_hlsb.m3u8
任贤齐36首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5254012023525680703_hlsb.m3u8
王心凌40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5210946351305777158_hlsb.m3u8
0108歌手专辑【李英03】,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420289973348642_hlsb.m3u8
0109歌手专辑【李英04】,https://txmov2.a.kwimgs.com/bs3/video-hls/5247538111487735605_hlsb.m3u8
0110歌手专辑【李英05】,https://txmov2.a.kwimgs.com/bs3/video-hls/5214324064628880303_hlsb.m3u8
0111歌手专辑【李英06】,https://txmov2.a.kwimgs.com/bs3/video-hls/5212635217904221404_hlsb.m3u8
0113歌手专辑【李英08】,https://txmov2.a.kwimgs.com/bs3/video-hls/5198279992997045996_hlsb.m3u8
0487快手热歌【心心念念一个你】,https://txmov2.a.kwimgs.com/bs3/video-hls/5190680162007026195_hlsb.m3u8
0489快手热歌【何时再回首】,https://txmov2.a.kwimgs.com/bs3/video-hls/5193213438727387855_hlsb.m3u8
0490快手热歌【不能忘】,https://txmov2.a.kwimgs.com/bs3/video-hls/5198842939603054058_hlsb.m3u8
0491快手热歌【好运就在2024年】,https://txmov2.a.kwimgs.com/bs3/video-hls/5235716164132599302_hlsb.m3u8
0493快手热歌【2024年一切随心愿】,https://txmov2.a.kwimgs.com/bs3/video-hls/5254012038407260767_hlsb.m3u8

当你老了,https://vd7.bdstatic.com/mda-ncak4pm1uh6ptiag/720p_frame30/h264_cae_delogo/1647007976359629600/mda-ncak4pm1uh6ptiag.mp4
你懂得,https://vd2.bdstatic.com/mda-iash49t5bw3126md/sc/mda-iash49t5bw3126md.mp4
你快回来,https://vd4.bdstatic.com/mda-mj3z8fxqrc23m9bx/sc/cae_h264/1633390553248365555/mda-mj3z8fxqrc23m9bx.mp4
变了心忘了情,https://c.pc.qq.com/android.html?url=http%3A%2F%2Flivetv.skycf.eu.org%2Flive.m3u8%3Fc%3D7&level=14&sublevel=7101101

0001酒廊情歌【黎亚专辑01】,https://txmov2.a.kwimgs.com/bs3/video-hls/5224738634289133629_hlsb.m3u8
0003酒廊情歌【吉特巴01】,https://txmov2.a.kwimgs.com/bs3/video-hls/5248945482836176798_hlsb.m3u8
0005酒廊情歌【酒醉的探戈】,https://txmov2.a.kwimgs.com/bs3/video-hls/5198561464421856962_hlsb.m3u8
0007酒廊情歌【爱你爱在心坎里】,https://txmov2.a.kwimgs.com/bs3/video-hls/5242753034343486289_hlsb.m3u8
0008酒廊情歌【一年又一年】,https://txmov2.a.kwimgs.com/bs3/video-hls/5212072260092057079_hlsb.m3u8
0010酒廊情歌【走过咖啡屋】,https://txmov2.a.kwimgs.com/bs3/video-hls/5221079466801340603_hlsb.m3u8
0101歌手专辑【王馨01】,https://txmov2.a.kwimgs.com/bs3/video-hls/5241064182578720047_hlsb.m3u8
0103歌手专辑【王馨03】,https://txmov2.a.kwimgs.com/bs3/video-hls/5197998517345643200_hlsb.m3u8
0104歌手专辑【王馨04】,https://txmov2.a.kwimgs.com/bs3/video-hls/5192369016761410134_hlsb.m3u8
0106歌手专辑【李英01】,https://txmov2.a.kwimgs.com/bs3/video-hls/5235434687457682414_hlsb.m3u8
经典国语老歌合集（一）,https://vd3.bdstatic.com/mda-peb3rhxk5uyvghpj/720p/h264/1683859549697235538/mda-peb3rhxk5uyvghpj.mp4
经典国语老歌合集（二）,https://vd2.bdstatic.com/mda-ped1sgxncbswrexk/720p/h264/1684027353141147241/mda-ped1sgxncbswrexk.mp4
经典国语老歌合集（三）,https://vd3.bdstatic.com/mda-peg3z4yjn9bkgz31/720p/h264/1684292099467092819/mda-peg3z4yjn9bkgz31.mp4
经典国语老歌合集（四）,https://vd3.bdstatic.com/mda-peg44n9z66qk9z38/1080p/cae_h264/1684481766710705634/mda-peg44n9z66qk9z38.mp4
经典国语老歌合集（五）,https://vd3.bdstatic.com/mda-peg4c13vtwdfmyhh/720p/h264/1684292959661351663/mda-peg4c13vtwdfmyhh.mp4
经典国语老歌合集（六）,https://vd3.bdstatic.com/mda-peg4gw5z4ijcmmb8/1080p/cae_h264/1684546102296835094/mda-peg4gw5z4ijcmmb8.mp4


DJ歌专线,#genre#
百善孝为先,https://vdse.bdstatic.com//61dca716637511c28d7a83e958d72cd5.mp4
人生有苦也有甜,https://vd3.bdstatic.com/mda-pcbc00cqn0rv1ny5/sc/cae_h264/1678610037654430024/mda-pcbc00cqn0rv1ny5.mp4
外面在好不如家,https://vd3.bdstatic.com/mda-pjr4fypu6u3kw7pq/720p/h264/1698289814911683911/mda-pjr4fypu6u3kw7pq.mp4
究竟是为什么,https://vd3.bdstatic.com/mda-pg87hptmmdqae62q/720p/h264/1688879997344463083/mda-pg87hptmmdqae62q.mp4
就算悲伤结局,https://vd2.bdstatic.com/mda-pkmzzraztcsjvngm/576p/h264/1700697797850956432/mda-pkmzzraztcsjvngm.mp4?v_from_s=hkapp-haokan-hbf&auth_key=1702291641-0-0-aa2a3debce9dfa2441cdef20aff944e3&bcevod_channel=searchbox_feed&pd=1&cr=1&cd=0&pt=4&logid=2841268261&vid=6164697042931955706&abtest=all
DJ要爱你就来,https://vd4.bdstatic.com/mda-keb0fy2xswb3fkm7/hd/mda-keb0fy2xswb3fkm7.mp4?auth_key=1702279012-0-0-247d754019ec2bbb6ee56221e3990824&bcevod_channel=searchbox_feed&pd=1&cr=1&cd=0&pt=4&logid=1012802986&vid=13384379351327064092&abtest=all
DJ你是我永远的痛,https://vd2.bdstatic.com/mda-mev5ckbkjn42ej8r/576p/cae_h264/1652556134051661190/mda-mev5ckbkjn42ej8r.mp4?auth_key=1702278889-0-0-d3d3182ccab0811bb3f0acefb4d16272&bcevod_channel=searchbox_feed&pd=1&cr=1&cd=0&pt=4&logid=0889614783&vid=11677703834186717253&abtest=all
DJ思念成沙,https://vd4.bdstatic.com/mda-kf7wqu234b4z1zgd/hd/mda-kf7wqu234b4z1zgd.mp4?auth_key=1702215065-0-0-0b0f96142454d2a90927ac0920b20b03&bcevod_channel=searchbox_feed&pd=1&cr=1&cd=0&pt=4&logid=1865397115&vid=13991744511136778108&abtest=all
你为什么负我,https://vd2.bdstatic.com/mda-pjcd3zsfse72q7aa/hd/cae_h264/1697226696211862288/mda-pjcd3zsfse72q7aa.mp4?auth_key=1702278344-0-0-62a6a767dc6dc3af15a818e1718a2926&bcevod_channel=searchbox_feed&pd=1&cr=1&cd=0&pt=4&logid=0344462686&vid=8452283648800752469&abtest=all
4KDJ追梦人,https://vd2.bdstatic.com/mda-nkgimke989jv5sce/576p/h264/1668690802423076109/mda-nkgimke989jv5sce.mp4?auth_key=1687854655-0-0-e71f2eea3a950a70c438215196c4f588&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=4&logid=0055495300&vid=9325489464093198123&abtest=all
4KDJ千纸鹤,https://vd4.bdstatic.com/mda-kgcz0s8ngt666f4t/hd/mda-kgcz0s8ngt666f4t.mp4?auth_key=1687854380-0-0-062bba1749ade6d02b821e61a0ccb4c3&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=4&logid=3380616531&vid=15027888080257530208&abtest=all
4KDJ上天不负有情人,https://vd3.bdstatic.com/mda-kf3vufmfxu7f9jpq/hd/mda-kf3vufmfxu7f9jpq.mp4?auth_key=1687853688-0-0-b0e015be93e801033b767e5312b57a3d&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=4&logid=2688512829&vid=7097376311617055441&abtest=all
4KDJ有一种思念叫永远,https://vd4.bdstatic.com/mda-nk074bzk1vfimgz0/576p/h264/1667279032759722604/mda-nk074bzk1vfimgz0.mp4?auth_key=1687853282-0-0-579ea24923398613b51f1202660ea888&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=4&logid=2282083275&vid=1142274843048574462&abtest=all
4KDJ遇上你是我的缘,https://vd2.bdstatic.com/mda-kgsyig4tn5enjvnx/hd/mda-kgsyig4tn5enjvnx.mp4?auth_key=1687852635-0-0-dee28c908d6d7c15577bbcdacb761ea5&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=4&logid=1635639863&vid=9857824379697840083&abtest=all
4KDJ梦驼铃,https://vd4.bdstatic.com/mda-pf23fmkjq7thmtxb/576p/h264/1685759214106465592/mda-pf23fmkjq7thmtxb.mp4?auth_key=1687851244-0-0-59e938d0237d2f20780bae8c587b3cfb&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=4&logid=0243997276&vid=5759000747907119798&abtest=all
4KDJ邂逅,https://vd4.bdstatic.com/mda-pfppa8rd0f25rzhv/576p/h264/1687624231651162458/mda-pfppa8rd0f25rzhv.mp4?auth_key=1687851074-0-0-e3f8fa6a50cbeacfd9337de073066af7&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=4&logid=0074070181&vid=15547180223925746372&abtest=all
